pl_name,hostname,sy_snum,pl_rade,pl_bmassj,st_spectype,sy_dist,ra,dec
"TIC 393818343 b","TIC 393818343",2,12.18416202,4.34000000,,93.73450000,310.2917002,3.6382967
"TOI-6884 b","TOI-6884",1,10.39072511,26.32000000,,562.37600000,193.0087935,26.6739510
"TOI-6894 b","TOI-6894",1,9.58367850,0.16800000,,73.81310000,173.4691418,12.4510906
"TOI-1386 c","TOI-1386",1,,0.23660566,,146.85800000,334.5041029,54.3190454
"TOI-238 c","TOI-238",1,2.18000000,0.02108056,"K2V",80.54070000,349.2310814,-18.6066463
"Kepler-48 f","Kepler-48",1,,0.93944088,,306.73800000,299.1393094,40.9489390
"Kepler-100 e","Kepler-100",1,,0.07596149,,304.64500000,291.3861294,41.9901394
"Kepler-139 e","Kepler-139",1,,1.34071029,,391.03800000,282.3919451,43.8894167
"HD 134606 b","HD 134606",1,,0.02860034,,26.79090000,228.8103897,-70.5203328
"HD 134606 c","HD 134606",1,,0.03558524,,26.79090000,228.8103897,-70.5203328
"HD 134606 d","HD 134606",1,,0.14095656,,26.79090000,228.8103897,-70.5203328
"Kepler-1772 b","Kepler-1772",1,2.68609988,,,871.56400000,289.4381201,39.2703594
"HD 134606 e","HD 134606",1,,0.00736246,,26.79090000,228.8103897,-70.5203328
"HD 134606 f","HD 134606",1,,0.01771396,,26.79090000,228.8103897,-70.5203328
"Teegarden's Star d","Teegarden's Star",1,,0.00258001,,3.83078000,43.2691449,16.8649024
"Kepler-416 b","Kepler-416",1,2.48000000,0.18300000,,690.81900000,291.5569554,39.2272923
"Kepler-331 b","Kepler-331",1,1.82000000,,,580.11900000,291.8343455,39.3073462
"TOI-6954 b","TOI-6954",1,3.63524486,,,190.04200000,168.3240591,-2.7877643
"Kepler-1671 b","Kepler-1671",1,1.32557381,,,357.05900000,291.7484295,39.4467817
"HS Psc b","HS Psc",1,,1.46000000,"K7 V",37.66040000,24.3473790,26.9528036
"NGC 2682 Sand 1429 b","NGC 2682 Sand 1429",1,,1.80000000,"F9.5 V",852.79300000,133.0147781,11.6899626
"CI Tau c","CI Tau",1,,3.60000000,,157.99800000,68.4667685,22.8416192
"TOI-791 c","TOI-791",1,12.94637271,0.05852214,"F7",341.22100000,118.4347574,-69.7017359
"Kepler-487 d","Kepler-487",1,2.77513568,,,872.34300000,295.2872318,41.2220033
"Kepler-1060 b","Kepler-1060",1,2.38000000,,,946.56500000,286.0252285,39.6309204
"HD 104067 c","HD 104067",1,,0.04153184,,20.36320000,179.7923543,-20.3556058
"Luhman 16 b","Luhman 16 A",1,,29.40000000,,,162.3282594,-53.3193715
"KMT-2021-BLG-1150L b","KMT-2021-BLG-1150L",1,,0.88000000,,3800.00000000,268.7901250,-31.3133306
"M62H b","M62H",1,,2.47000000,,,255.3074504,-30.1069833
"Kepler-350 c","Kepler-350",1,3.10000000,0.01900000,,956.85900000,285.4195845,39.7061009
"OGLE-2017-BLG-0640L b","OGLE-2017-BLG-0640L",1,,1.62000000,,6630.00000000,267.4651250,-29.4615000
"OGLE-2017-BLG-1275L b","OGLE-2017-BLG-1275L",1,,5.90000000,,7690.00000000,267.9154167,-29.4979694
"OGLE-2017-BLG-1237L b","OGLE-2017-BLG-1237L",1,,3.80000000,,6030.00000000,271.6499583,-28.3288306
"IRAS 04125+2902 b","IRAS 04125+2902",2,10.73820351,,,159.24400000,63.9283394,29.1665420
"Kepler-319 c","Kepler-319",1,2.63000000,,,503.43600000,288.8119782,39.7706431
"HIP 39017 b","HIP 39017",1,,23.60000000,"A9/F0",66.32170000,119.7665756,-4.3326006
"KMT-2023-BLG-0416L b","KMT-2023-BLG-0416L",1,,0.04100000,,5900.00000000,266.3240417,-25.0794889
"KMT-2023-BLG-1454L b","KMT-2023-BLG-1454L",1,,0.63000000,,7220.00000000,267.6200833,-29.6227500
"KMT-2023-BLG-1642L b","KMT-2023-BLG-1642L",1,,1.08000000,,6980.00000000,261.3660000,-29.0584694
"2MASS J11550485-7919108 b","2MASS J11550485-7919108",1,,20.00000000,,100.86200000,178.7691634,-79.3197558
"2MASS J21252752-8138278 b","2MASS J21252752-8138278",1,,12.00000000,,34.11540000,321.3662989,-81.6414894
"TOI-5624 b","TOI-5624",1,2.31400000,0.02957571,,101.91300000,180.8443476,49.2512257
"Kepler-1042 b","Kepler-1042",1,2.19000000,,,,288.6689428,39.8239935
"TOI-5624 c","TOI-5624",1,2.47400000,0.01510249,,101.91300000,180.8443476,49.2512257
"TOI-5624 e","TOI-5624",1,3.24700000,0.02800253,,101.91300000,180.8443476,49.2512257
"2MASS J03590986+2009361 b","2MASS J03590986+2009361",1,,18.00000000,,117.43500000,59.7911026,20.1599759
"ITG 15 b","ITG 15 A",2,,21.00000000,,136.37000000,69.9370379,26.0312128
"G 196-3 b","G 196-3",1,,26.00000000,,21.79120000,151.0884754,50.3861806
"Kepler-1026 b","Kepler-1026",1,2.21000000,,,351.23900000,283.6053012,39.9979286
"2MASS J11011926-7732383 b","2MASS J11011926-7732383",1,,28.00000000,,,165.3295388,-77.5440912
"HIP 77900 b","HIP 77900",1,,21.00000000,,150.86200000,238.6253901,-27.3387434
"TIC 139270665 b","TIC 139270665",1,7.22979255,0.46300000,"G2",189.87500000,124.0338967,33.2914532
"TIC 139270665 c","TIC 139270665",1,,4.89000000,"G2",189.87500000,124.0338967,33.2914532
"2MASS J0249-0557 c","2MASS J0249-0557 A",2,17.37392009,11.38000000,"M6 V",66.06130000,42.4851627,-5.9599921
"SPECULOOS-3 b","SPECULOOS-3",1,0.97700000,,"M6.5+/-0.5",,312.3632611,33.6123832
"TOI-1224 b","TOI-1224",1,2.10400000,,,37.33120000,37.1978356,-80.8991053
"TOI-1224 c","TOI-1224",1,2.88400000,,,37.33120000,37.1978356,-80.8991053
"UCAC3 113-933 b","UCAC3 113-933",1,,21.00000000,"M0",52.58290000,5.2758121,-33.8031679
"UCAC4 328-061594 b","UCAC4 328-061594",1,,21.00000000,"DC",39.90890000,152.6991091,-24.4532674
"GJ 900 b","GJ 900 A",3,,11.00000000,"K7",20.80650000,353.7526177,1.6055211
"NGTS-26 b","NGTS-26",1,14.88552637,0.29200000,,1093.69000000,217.6832961,-31.7324526
"TOI-1450 A c","TOI-1450 A",2,,0.00480448,"M3.0 V",22.44670000,286.8540627,59.0866254
"MOA-2022-BLG-563L b","MOA-2022-BLG-563L",1,,0.40000000,,6530.00000000,270.3002083,-27.8358306
"KMT-2023-BLG-0469L b","KMT-2023-BLG-0469L",1,,0.12400000,,7070.00000000,269.4067917,-28.7150611
"KMT-2023-BLG-0735L b","KMT-2023-BLG-0735L",1,,0.12200000,,6390.00000000,267.5759583,-29.2029194
"HD 284149 AB b","HD 284149 A",2,,26.28000000,,117.80700000,61.6616887,20.3030344
"TOI-4527.01","TOI-4527",1,0.90866170,,,18.10370000,19.4722574,5.4711996
"Kepler-1032 b","Kepler-1032",1,1.87000000,,,673.01000000,289.9308779,40.0977109
"TOI-7008 b","TOI-7008",1,4.94735276,,,410.46700000,216.9882531,79.4503960
"TOI-7009 b","TOI-7009",1,3.71000000,,,184.12000000,299.5131334,55.6510291
"Kepler-328 c","Kepler-328",1,5.40000000,0.12400000,,2213.19000000,295.8092756,40.0084866
"Kepler-11 d","Kepler-11",1,3.12000000,0.02300000,,646.34600000,297.1150949,41.9091092
"OGLE-2023-BLG-0836L b","OGLE-2023-BLG-0836L",2,,4.36000000,,5120.00000000,267.1868750,-23.7415194
"TIC 365102760 b","TIC 365102760",1,6.21000000,0.06040996,,555.54600000,305.8398236,54.3943194
"KMT-2023-BLG-1431L b","KMT-2023-BLG-1431L",1,,0.04279039,,6800.00000000,271.1835417,-29.7439194
"OGLE-2014-BLG-0221L b","OGLE-2014-BLG-0221L",1,,4.35000000,,3680.00000000,270.3037500,-27.4267639
"HD 48948 b","HD 48948",1,,0.01535420,"K3 V",16.90430000,102.4898110,60.3373133
"HD 48948 c","HD 48948",1,,0.02287398,"K3 V",16.90430000,102.4898110,60.3373133
"HD 48948 d","HD 48948",1,,0.03331987,"K3 V",16.90430000,102.4898110,60.3373133
"TIC 241249530 b","TIC 241249530",2,13.29385111,4.98000000,,324.44800000,95.3088995,53.2950203
"TIC 46432937 b","TIC 46432937",2,13.31626907,3.20000000,,90.53690000,83.8689794,-14.5971909
"TOI-1294 c","TOI-1294",1,,0.46251372,,332.64800000,223.0926408,70.4765573
"Kepler-1017 b","Kepler-1017",1,1.99000000,,,552.05800000,283.4692990,40.1325185
"TOI-1410 c","TOI-1410",1,,0.08495150,,72.75120000,334.8828486,42.5603141
"Gaia22dkvL b","Gaia22dkvL",1,,0.59100000,,1270.00000000,151.7690000,-66.1808889
"TOI-1408 c","TOI-1408",1,2.22000000,0.02391227,"F8 V",139.48400000,313.5110469,72.5806455
"GJ 238 b","GJ 238",1,0.56600000,,"M2.5 V",15.21420000,98.4548810,-58.5250316
"HD 118203 c","HD 118203",1,,11.79000000,,92.25890000,203.5099560,53.7281876
"Kepler-974 b","Kepler-974",1,1.57000000,,,134.31100000,285.0131082,40.2209547
"OGLE-2017-BLG-0448L b","OGLE-2017-BLG-0448L",1,,0.04908309,,7530.00000000,268.6686250,-31.0319167
"TIC 4672985 b","TIC 4672985",1,11.50041420,12.74000000,,253.38500000,38.4706782,-10.6573827
"TOI-7041 b","TOI-7041",1,11.43316031,0.36000000,,439.52000000,357.8021716,-50.8698618
"Kepler-955 b","Kepler-955",1,3.13000000,,,550.38300000,288.4714969,40.2698157
"HD 21520 b","HD 21520",1,2.69700000,0.05569043,,79.20800000,51.6403449,-43.6136649
"HD 222237 b","HD 222237",1,,5.19000000,"K3 V",11.44690000,354.9078642,-72.7253271
"TOI-4562 c","TOI-4562",1,,5.77000000,"F7 V",339.60500000,112.0100593,-63.5177788
"HIP 67522 c","HIP 67522",1,7.93595834,,,127.28000000,207.5260010,-40.8358961
"TOI-5489 c","TOI-5489",1,1.28000000,,,45.09070000,128.6912940,11.4895882
"Barnard b","Barnard's star",1,,0.00094076,"M3.5-4 V",1.82655000,269.4486144,4.7379808
"OGLE-2016-BLG-1598L b","OGLE-2016-BLG-1598L",1,,0.38000000,,5910.00000000,270.1907500,-29.1754389
"OGLE-2016-BLG-1800L b","OGLE-2016-BLG-1800L",1,,2.59000000,,6480.00000000,269.9032083,-30.8653611
"MOA-2016-BLG-526L b","MOA-2016-BLG-526L",1,,0.04700000,,6930.00000000,266.6682917,-34.3860806
"KMT-2016-BLG-2321L b","KMT-2016-BLG-2321L",1,,0.95000000,,3580.00000000,264.0579167,-25.5248806
"KMT-2023-BLG-1866L b","KMT-2023-BLG-1866L",1,,0.00827491,,6210.00000000,273.4822500,-28.4473889
"HD 75898 c","HD 75898",1,,8.49000000,"F8 V",78.05050000,133.4611999,33.0566885
"Kepler-158 d","Kepler-158",1,0.43000000,,"K",315.17700000,284.0323723,39.7815365
"Kepler-963 c","Kepler-963",1,0.60000000,,"G",771.49400000,296.7529742,45.0411049
"Kepler-879 c","Kepler-879",1,0.40000000,,"G",802.67200000,295.8065515,50.9097521
"Kepler-1489 c","Kepler-1489",1,0.51000000,,"G",1283.05000000,281.2957984,44.4654063
"Kepler-1672 b","Kepler-1672",1,2.97022762,,,391.18100000,297.9400971,40.2785566
"KOI-4978 b","KOI-4978",1,0.70000000,,"G",936.34100000,286.5907635,38.5582993
"Kepler-51 e","Kepler-51",1,,0.01699030,,783.83100000,296.4797624,49.9376486
"Kepler-340 c","Kepler-340",1,3.37000000,,,808.76200000,295.9334710,40.3005515
"Kepler-20 d","Kepler-20",2,2.60600000,0.04216111,,282.56300000,287.6979913,42.3385782
"Kepler-20 b","Kepler-20",2,1.77300000,0.03051961,,282.56300000,287.6979913,42.3385782
"Kepler-964 b","Kepler-964",1,2.12000000,,,454.62600000,295.3000650,40.5565792
"Kepler-348 b","Kepler-348",1,1.52000000,,,570.78300000,297.2550814,40.5483883
"TOI-7149 b","TOI-7149",1,13.20000000,0.70500000,"M4 V",126.12600000,244.7384657,19.1758116
"TOI-7155 b","TOI-7155",1,2.40821473,,,144.75100000,12.4454481,79.2878555
"TOI-7166 b","TOI-7166",1,2.01000000,,"M4.5+/-0.5",35.41530000,320.6806363,8.8893975
"TOI-2458 c","TOI-2458",1,,0.03215572,"F9-F9.5",112.95800000,79.6215290,1.2534390
"KMT-2021-BLG-2609L b","KMT-2021-BLG-2609L",1,,0.03200000,,7480.00000000,263.5188750,-27.5969389
"KMT-2022-BLG-0303L b","KMT-2022-BLG-0303L",1,,0.51300000,,6570.00000000,268.0331250,-22.6890806
"HD 86728 b","HD 86728",1,,0.02967010,,14.92020000,150.2500540,31.9218216
"Kepler-338 b","Kepler-338",1,2.44000000,,,552.79800000,282.9790593,40.7844188
"KMT-2024-BLG-1044L b","KMT-2024-BLG-1044L",1,,0.02438423,,7140.00000000,271.5640000,-27.5925806
"KMT-2022-BLG-2286L b","KMT-2022-BLG-2286L",1,,19.00000000,,7320.00000000,269.1652500,-28.8549194
"KMT-2023-BLG-1743L b","KMT-2023-BLG-1743L",1,,20.00000000,,7130.00000000,269.1652500,-28.8549194
"TOI-4504 d","TOI-4504",1,11.26000000,2.02000000,,342.60500000,114.4673065,-62.0782776
"HD 73344 c","HD 73344",1,,0.37300000,,35.26000000,129.6894456,23.6852651
"HD 73344 d","HD 73344",1,,2.55000000,,35.26000000,129.6894456,23.6852651
"Kepler-111 b","Kepler-111",1,1.58000000,,,657.22300000,291.6531630,44.6882613
"Kepler-970 b","Kepler-970",2,2.60900000,,,331.54500000,289.6252192,40.7087351
"WASP-132 d","WASP-132",1,,5.16000000,"K4 V",122.91000000,217.6091998,-46.1595160
"K2-360 c","EPIC 201595106",1,,0.04791894,,232.10000000,183.7203635,1.9681688
"HD 20794 f","HD 20794",1,,0.01831177,"G6 V",6.00278000,49.9997666,-43.0666533
"Gaia-4 b","Gaia-4",1,,11.80000000,,73.48290000,209.5063762,31.6954898
"Gaia-5 b","Gaia-5",1,,20.87000000,,41.18130000,302.0408173,41.9415455
"K2-99 c","K2-99",1,,8.40000000,,519.22900000,208.7737624,-5.4424943
"Gl 725 A b","Gl 725 A",2,,0.00874686,"M3",3.52140000,280.6834312,59.6381090
"KOBE-1 b","KOBE-1",1,,0.02768790,"K7 V",23.97180000,19.1660378,25.3310358
"KOBE-1 c","KOBE-1",1,,0.03901476,"K7 V",23.97180000,19.1660378,25.3310358
"TOI-2295 c","TOI-2295",1,,5.61000000,,126.27900000,281.5761962,50.4924657
"TOI-2537 c","TOI-2537",1,,7.23000000,,184.98600000,54.3882661,10.0577464
"GJ 2126 b","GJ 2126",1,,1.30000000,"M0 V",38.12900000,257.3606793,-35.3917190
"KOI-1843.03","Kepler-974",1,0.61000000,0.02517081,,134.31100000,285.0131082,40.2209547
"TOI-2015 c","TOI-2015",1,,0.02803400,"M4 +/- 0.5",47.34440000,232.1326528,27.3610730
"TOI-2443 b","TOI-2443",1,2.36300000,0.01510249,"K5 V",23.92580000,40.1798608,1.1996757
"Kepler-959 b","Kepler-959",1,4.38000000,,,807.72900000,292.1711850,40.8113849
"Kepler-1051 b","Kepler-1051",1,3.40000000,,,829.34300000,295.1581062,40.8988186
"Kepler-1774 b","Kepler-1774",1,3.18179549,,,816.59200000,288.5743991,40.9886069
"Kepler-333 b","Kepler-333",2,1.32000000,,,324.41300000,292.2861201,40.9135429
"Kepler-1675 b","Kepler-1675",1,3.12483349,,,651.11700000,283.8095478,41.0412517
"Kepler-105 c","Kepler-105",1,1.44000000,0.01761957,,459.22300000,287.8872376,46.2761224
"Kepler-971 b","Kepler-971",1,2.13000000,,,338.52200000,284.0945699,41.1828131
"Kepler-950 b","Kepler-950",1,8.98000000,,,2161.60000000,287.9565768,41.1302834
"Kepler-336 d","Kepler-336",1,2.37000000,,,768.86000000,290.2376224,41.3313637
"TOI-7333 b","TOI-7333",1,2.09469416,,,157.21700000,243.5319622,75.9166315
"Barnard c","Barnard's star",1,,0.00105403,"M3.5-4 V",1.82655000,269.4486144,4.7379808
"Kepler-1783 b","Kepler-1783",1,1.31946731,,,264.07800000,297.0210984,41.3771655
"Barnard d","Barnard's star",1,,0.00082749,"M3.5-4 V",1.82655000,269.4486144,4.7379808
"Barnard e","Barnard's star",1,,0.00060725,"M3.5-4 V",1.82655000,269.4486144,4.7379808
"GJ 3998 d","GJ 3998",1,,0.01909836,,18.14590000,259.0020507,11.0561751
"GJ 1289 b","GJ 1289",1,,0.01972763,"M4.5 Ve",8.35147000,355.7813464,36.5363314
"TOI-1266 d","TOI-1266",1,,0.01157857,"M2",36.01180000,197.9965833,65.8336973
"BD+05 4868 A b","BD+05 4868 A",2,,0.01950738,"K V",43.56870000,326.8614036,6.6053185
"ZTF J1230-2655 b","ZTF J1230-2655",1,13.78704626,22.10000000,,186.69000000,187.5689308,-26.9309608
"ZTF J1828+2308 b","ZTF J1828+2308",1,11.13051784,20.00000000,,201.82700000,277.2031946,23.1439121
"LP 261-75 b","LP 261-75 A",1,,21.00000000,"M4.5 V",33.92800000,147.7685281,35.9685562
"KMT-2019-BLG-0578L b","KMT-2019-BLG-0578L",1,,1.20000000,,7300.00000000,269.4846667,-27.7948611
"KMT-2021-BLG-0736L b","KMT-2021-BLG-0736L",1,,0.06607339,,7000.00000000,268.3225833,-29.7124194
"G 268-110 b","G 268-110",1,,0.00478245,"M5.0 V",,16.2236880,-18.1248020
"G 192-15 b","G 192-15",1,,0.00324074,"M5.0 V",9.53114000,90.6220931,49.8619390
"G 192-15 c","G 192-15",1,,0.04499283,"M5.0 V",9.53114000,90.6220931,49.8619390
"G 261-6 b","G 261-6",1,,0.00431050,"M5.5 V",10.62670000,291.0743200,75.5558405
"Gl 410 b","Gl 410",1,,0.02642936,,11.93240000,165.6604212,21.9669164
"Kepler-26 c","Kepler-26",1,2.72000000,0.01950728,,335.30700000,284.9410627,46.5664505
"Kepler-996 b","Kepler-996",1,1.98000000,,,1216.58000000,291.9127633,41.5335891
"Kepler-1029 b","Kepler-1029",1,1.26000000,,,366.65600000,292.1328738,41.5474786
"Kepler-948 b","Kepler-948",1,1.85000000,,,868.01700000,293.3002774,41.5233244
"Kepler-1057 b","Kepler-1057",1,3.36000000,,,1201.82000000,297.4521311,41.5580816
"TOI-7384 b","TOI-7384",1,3.56000000,,"M4",66.79020000,83.1031834,-39.8342501
"Kepler-139 f","Kepler-139",1,,0.11326867,,391.03800000,282.3919451,43.8894167
"TOI-771 c","TOI-771",1,,0.00903003,"M3",25.27880000,164.1138903,-72.9851736
"OGLE-2016-BLG-0007L b","OGLE-2016-BLG-0007L",1,,0.00415318,,4300.00000000,268.3560417,-29.6422500
"Kepler-1059 b","Kepler-1059",1,1.73000000,,,713.16700000,289.2202147,41.7064385
"AT2021ueyL b","AT2021ueyL",1,,1.34000000,"M V",1040.00000000,324.5450417,26.4665694
"Kepler-965 b","Kepler-965",1,3.38000000,,,582.82800000,298.5153169,41.8912305
"Kepler-952 b","Kepler-952",1,7.65000000,,,1304.25000000,285.3718781,41.9938697
"Kepler-1048 b","Kepler-1048",1,1.61000000,,,556.00600000,281.8983042,42.1657112
"Kepler-102 d","Kepler-102",1,1.15400000,0.00943906,,107.79600000,281.4824731,47.2078263
"K2-157 c","K2-157",1,,0.09670000,"G9 V",298.37300000,183.7514959,-5.7820178
"K2-157 d","K2-157",1,,0.07320000,"G9 V",298.37300000,183.7514959,-5.7820178
"HD 35843 b","HD 35843",1,,0.01837469,,69.60260000,81.3488924,-44.4312849
"KMT-2017-BLG-0849L b","KMT-2017-BLG-0849L",1,,0.02010519,,7220.00000000,265.3594583,-25.2812194
"KMT-2017-BLG-1057L b","KMT-2017-BLG-1057L",1,,0.07393927,,6500.00000000,265.4860000,-22.3351111
"KMT-2017-BLG-2331L b","KMT-2017-BLG-2331L",1,,0.53802617,,8030.00000000,264.4072083,-29.4612111
"OGLE-2017-BLG-0364L b","OGLE-2017-BLG-0364L",1,,0.23849347,,7860.00000000,265.2278750,-34.6175833
"TOI-2076 e","TOI-2076",1,1.30100000,0.01478785,"K V",41.90910000,217.3920159,39.7903991
"HD 87816 b","HD 87816",1,,6.74000000,"K0 III",133.23300000,151.5296524,-52.1878679
"HD 87816 c","HD 87816",1,,12.20000000,"K0 III",133.23300000,151.5296524,-52.1878679
"HD 94890 b","HD 94890",1,,2.13000000,"K0 III",61.70120000,164.1797804,-37.1383035
"HD 94890 c","HD 94890",1,,8.91000000,"K0 III",61.70120000,164.1797804,-37.1383035
"HD 102888 b","HD 102888",1,,5.69000000,"G8 III",126.48400000,177.6545263,-27.2779074
"TOI-6695 c","TOI-6695",1,,1.45000000,"F5V-G0V",282.53600000,129.5720221,-23.5502170
"TIC 434398831 b","TIC 434398831",1,3.51000000,,"G4 V",217.01100000,93.9592639,16.0238459
"Kepler-988 b","Kepler-988",1,2.07000000,,,304.88900000,290.7082585,42.2372245
"TIC 434398831 c","TIC 434398831",1,5.63000000,,"G4 V",217.01100000,93.9592639,16.0238459
"KMT-2017-BLG-2197L b","KMT-2017-BLG-2197L",1,,8.84000000,,7800.00000000,262.6113333,-30.1593111
"KMT-2022-BLG-1790L b","KMT-2022-BLG-1790L",1,,1.73000000,,6480.00000000,271.0562500,-27.0347500
"KMT-2022-BLG-2076L b","KMT-2022-BLG-2076L",1,,0.88000000,,5570.00000000,268.0511250,-29.0279306
"KMT-2023-BLG-2209L b","KMT-2023-BLG-2209L",1,,0.80000000,,5570.00000000,268.9942083,-29.3056694
"TOI-1117 c","TOI-1117",1,,0.02762497,"G5 V",167.59800000,273.6020606,-66.4199742
"Kepler-977 b","Kepler-977",1,2.62000000,,,568.75100000,291.5161959,42.2480736
"TOI-1117 d","TOI-1117",1,,0.03369743,"G5 V",167.59800000,273.6020606,-66.4199742
"Kepler-725 c","Kepler-725",1,,0.03051961,,758.46900000,283.9774949,44.8115613
"TIC 88785435 b","TIC 88785435",1,5.03000000,,"K7 V",122.38600000,224.2838576,-30.8800273
"TWA 7 b","TWA 7",1,,0.34000000,,33.99580000,160.6248102,-33.6712596
"KOI-134 c","KOI-134",1,,0.22000000,"F9V",1159.21000000,295.5865980,45.3649371
"L 98-59 f","L 98-59",1,,0.00880979,"M3 V",10.61940000,124.5328604,-68.3144658
"TOI-201 c","TOI-201",1,10.40000000,15.70029579,"F",113.82500000,87.4017825,-54.9104230
"HD 135344 A b","HD 135344 A",2,16.25302201,10.00000000,"A0 V",141.59500000,228.9538416,-37.1489176
"Kepler-947 b","Kepler-947",1,2.28000000,,,1730.78000000,294.3667312,42.2526408
"MOA-2022-BLG-091L b","MOA-2022-BLG-091L",1,,3.59000000,"G8 V",4250.00000000,268.9422083,-32.3414389
"KMT-2024-BLG-1209L b","KMT-2024-BLG-1209L",1,,2.64000000,"K3 V",3930.00000000,261.6129583,-28.1205611
"BEBOP-3 b","BEBOP-3",2,,0.55800000,,119.05200000,110.9026550,79.1323952
"OGLE-2015-BLG-1609L b","OGLE-2015-BLG-1609L",1,,0.24000000,,3300.00000000,270.8237917,-26.9071111
"GJ 9773 b","GJ 9773",1,,0.54300000,"M3.0 V",15.92110000,333.1502333,8.5503355
"GJ 508.2 b","GJ 508.2",1,,1.85000000,"M1.0 V",16.63740000,200.2443854,34.2776644
"MOA-2022-BLG-033L b","MOA-2022-BLG-033L",1,,0.03822818,"F7 V",1840.00000000,272.8756667,-25.0530806
"KMT-2023-BLG-0119L b","KMT-2023-BLG-0119L",1,,0.26334965,"K2.5 V",5410.00000000,266.8150417,-34.5721889
"Kepler-1781 b","Kepler-1781",1,2.38091029,,,962.63000000,291.7114906,42.3415097
"KMT-2023-BLG-1896L b","KMT-2023-BLG-1896L",1,,0.05144285,"K6 V",5490.00000000,271.0317500,-26.9589194
"HD 224018 b","HD 224018",1,0.91000000,0.01290004,"G V",105.48000000,358.6390056,-4.7233362
"HD 224018 c","HD 224018",1,2.42000000,0.03272206,"G V",105.48000000,358.6390056,-4.7233362
"HD 224018 d","HD 224018",1,2.40000000,0.01321468,"G V",105.48000000,358.6390056,-4.7233362
"K2-73 c","K2-73",1,,3.59313383,,269.18300000,335.0256620,-9.0560881
"HIP 41378 g","HIP 41378",1,,0.01809152,,106.28900000,126.6158279,10.0803708
"HD 28471 b","HD 28471",1,,0.01170443,"G5 V",43.64550000,66.2875166,-64.0786861
"HD 28471 c","HD 28471",1,,0.01799713,"G5 V",43.64550000,66.2875166,-64.0786861
"HD 28471 d","HD 28471",1,,0.01544859,"G5 V",43.64550000,66.2875166,-64.0786861
"WISPIT 1 b","WISPIT 1",2,,10.40000000,"K4 V",230.00700000,117.7985550,-50.1376852
"WISPIT 1 c","WISPIT 1",2,,5.30000000,"K4 V",230.00700000,117.7985550,-50.1376852
"WISPIT 2 b","WISPIT 2",1,,4.85000000,,134.90700000,290.8209991,-7.6820823
"GJ 536 c","GJ 536",1,,0.01853201,,10.40920000,210.2597264,-2.6522901
"TOI-2141 c","TOI-2141",1,,0.01931860,,77.68200000,258.7623456,18.3403449
"TOI-2141 d","TOI-2141",1,,0.04688064,,77.68200000,258.7623456,18.3403449
"Kepler-343 b","Kepler-343",1,2.41000000,,,927.19300000,291.9606620,42.4329567
"KMT-2024-BLG-0404L b","KMT-2024-BLG-0404L",1,,27.24000000,"M",7210.00000000,271.1470833,-27.9535000
"KMT-2024-BLG-0404L c","KMT-2024-BLG-0404L",1,,0.05443189,"M",7210.00000000,271.1470833,-27.9535000
"TOI-5799 c","TOI-5799",1,1.76000000,,"M2 V",27.81230000,301.6301790,15.9891418
"TOI-1203 b","TOI-1203",1,1.52000000,0.01104370,"G3 V",64.99430000,168.2267358,-34.4069371
"TOI-1203 c","TOI-1203",1,,0.01717908,"G3 V",64.99430000,168.2267358,-34.4069371
"TOI-1203 e","TOI-1203",1,,0.13246141,"G3 V",64.99430000,168.2267358,-34.4069371
"NGTS-32 b","NGTS-32",1,15.91675259,0.57000000,,837.45700000,223.8576228,-18.4323191
"HD 143811 AB b","HD 143811 A",2,15.69257298,6.10000000,,136.60800000,240.8891972,-30.1371574
"Kepler-107 c","Kepler-107",1,1.59700000,0.03146352,,525.99700000,297.0281620,48.2086019
"Kepler-1021 b","Kepler-1021",1,2.33000000,,,810.08200000,295.2048999,42.5596699
"HD 23079 c","HD 23079",1,,0.02598887,"F9.5 V",33.45910000,54.9281897,-52.9162344
"HD 196067 c","HD 196067",2,,0.03272206,"G0 V",39.93460000,310.4364195,-75.3514992
"TOI-2093 b","TOI-2093",1,,0.03335133,"K5 V",82.79820000,302.7375229,70.8696532
"HIP 18606 b","HIP 18606",1,,0.77000000,"K0/1 III",47.02880000,59.7181058,-5.4706979
"HIP 111909 b","HIP 111909",1,,1.21000000,"K1 III",88.07700000,340.0304354,-49.5985391
"HIP 111909 c","HIP 111909",1,,0.81000000,"K1 III",88.07700000,340.0304354,-49.5985391
"OGLE-2016-BLG-1266L b","OGLE-2016-BLG-1266L",1,,12.00000000,,3080.00000000,267.8535833,-29.7422500
"BD+37 3172 b","BD+37 3172",1,,10.60000000,,454.25100000,278.8155071,38.1153886
"BD+42 2315 b","BD+42 2315",1,,0.55000000,,610.71500000,187.5887597,41.2695674
"55 Cnc B b","55 Cnc B",2,,0.01101223,"M4.5 V",12.47730000,133.1679080,28.3152863
"Kepler-1006 b","Kepler-1006",1,1.54000000,,,,295.7542063,42.5373065
"55 Cnc B c","55 Cnc B",2,,0.01667566,"M4.5 V",12.47730000,133.1679080,28.3152863
"GJ 251 c","GJ 251",1,,0.01220785,,5.58057000,103.7002499,33.2664632
"TOI-7510 b","TOI-7510",1,7.31000000,0.05710000,"G3",249.00600000,273.7281880,-54.4340547
"TOI-7510 c","TOI-7510",1,10.81000000,0.41200000,"G3",249.00600000,273.7281880,-54.4340547
