pl_name,hostname,sy_snum,pl_rade,pl_bmassj,st_spectype,sy_dist,ra,dec
"K2-291 b","K2-291",1,1.58900000,0.02041972,,90.05620000,76.4459400,21.5481990
"GJ 4276 b","GJ 4276",1,,0.05213479,"M4.0",21.33620000,336.3221454,59.4125030
"LHS 3844 b","LHS 3844",1,1.28600000,0.00745685,"M4.5-M5.0",14.88460000,340.4962038,-69.1721081
"HD 202772 A b","HD 202772 A",2,18.23701160,1.01800000,,161.49800000,319.6995877,-26.6163743
"K2-292 b","K2-292",1,2.63000000,0.07708523,"G3 V",114.29300000,205.3758786,-9.9460704
"HD 20781 d","HD 20781",2,,0.03340000,"K0 V",35.97150000,50.0139757,-28.7841175
"HD 20781 e","HD 20781",2,,0.04420000,"K0 V",35.97150000,50.0139757,-28.7841175
"HD 45184 c","HD 45184",1,,0.02770000,"G1.5 V",21.95320000,96.1820205,-28.7806402
"HATS-70 b","HATS-70",1,15.51325600,12.90000000,,1458.83000000,109.1045212,-31.2443947
"Kepler-499 b","Kepler-499",1,2.17000000,,,556.72600000,295.1099549,43.9151012
"GJ 143 b","GJ 143",1,2.61000000,0.07142183,"K4.5",16.32000000,51.7501882,-63.5001660
"HD 23472 b","HD 23472",1,2.00000000,0.02617765,"K4 V",39.03410000,55.4590314,-62.7672667
"HD 23472 c","HD 23472",1,1.87000000,0.01072906,"K4 V",39.03410000,55.4590314,-62.7672667
"KMT-2016-BLG-1107L b","KMT-2016-BLG-1107L",1,,3.28300000,,6651.00000000,266.4177500,-26.0318000
"HD 219666 b","HD 219666",1,4.89800000,0.05500000,,94.17190000,349.5592665,-56.9039857
"HD 1397 b","HD 1397",1,11.50043400,0.41500000,,79.57020000,4.4471631,-66.3589285
"GJ 411 b","GJ 411",1,,0.00846369,,5.67577300,165.8344710,35.9723170
"WASP-190 b","WASP-190",1,12.89035000,1.00000000,"F6 IV-V",542.25100000,7.7095292,-40.5734613
"Gl 378 b","Gl 378",1,,0.04096530,"M1",14.95450000,150.5865513,48.0824515
"PDS 70 b","PDS 70",1,21.96960217,3.20000000,,113.06400000,212.0421402,-41.3980405
"Kepler-270 b","Kepler-270",1,2.01000000,,,948.78100000,282.2001207,44.4222795
"KMT-2017-BLG-1038L b","KMT-2017-BLG-1038L",1,,2.00000000,,6000.00000000,266.1709170,-25.1430306
"KMT-2017-BLG-1146L b","KMT-2017-BLG-1146L",1,,0.71000000,,6500.00000000,269.1058330,-33.1424694
"Gl 686 b","Gl 686",1,,0.02084133,,8.15728000,264.4764878,18.5959509
"Qatar-7 b","Qatar-7",1,19.05530000,1.88000000,"F4 V",705.98100000,358.5151344,37.0218242
"TOI-172 b","TOI-172",1,10.81668500,5.42000000,,342.83100000,316.6318791,-26.6928654
"K2-293 b","K2-293",1,2.45000000,,,392.25100000,351.6064952,-6.0279068
"K2-294 b","K2-294",1,1.66000000,,,373.07800000,352.0516724,-7.6037856
"GJ 685 b","GJ 685",1,,0.02831702,"M0.5",14.31550000,263.8960378,61.6793482
"HD 181234 b","HD 181234",1,,9.37900000,,47.74580000,289.9998695,-9.3249700
"HD 25015 b","HD 25015",1,,9.07700000,,37.43300000,59.4335463,-20.2673347
"HD 50499 c","HD 50499",1,,2.93000000,"G1 V",46.28450000,103.0080750,-33.9152670
"HD 92788 c","HD 92788",1,,3.67000000,"G6 V",34.65380000,160.7021351,-2.1847173
"HD 221416 b","HD 221416",1,9.17000000,0.19000000,,95.54830000,353.0331863,-21.8012007
"WASP-177 b","WASP-177",1,17.71022000,0.50800000,"K2",176.81800000,334.7969885,-1.8344301
"WASP-181 b","WASP-181",1,13.27145600,0.29900000,"G2",437.49500000,26.7932253,3.1329325
"WASP-183 b","WASP-183",1,16.47723000,0.50200000,"G9",325.37700000,163.7888521,-0.7370663
"Kepler-47 d","Kepler-47",2,7.04000000,0.05984331,,1025.02000000,295.2978883,46.9204303
"HD 21749 c","GJ 143",1,0.89200000,0.01164144,"K4.5",16.32000000,51.7501882,-63.5001660
"Qatar-8 b","Qatar-8",1,14.40356500,0.37100000,"G0 V",281.49800000,157.4123405,70.5270835
"Kepler-780 b","Kepler-780",1,0.89000000,,,557.65200000,281.7663511,44.2924898
"Qatar-9 b","Qatar-9",1,11.30988100,1.19000000,"K5 V",213.77100000,160.7480950,60.9641194
"Qatar-10 b","Qatar-10",1,17.29548700,0.73600000,"F7 V",559.06800000,284.4439052,69.5708373
"TOI-216.02","TOI-216",1,8.00000000,0.05900000,,177.94500000,73.9800129,-63.2603301
"TOI-216.01","TOI-216",1,10.10000000,0.56000000,,177.94500000,73.9800129,-63.2603301
"HD 221420 b","HD 221420",1,,22.90000000,"G2 IV-V",31.14150000,353.3319001,-77.3853286
"NGTS-5 b","NGTS-5",1,12.73342400,0.22900000,"K2 V",306.77900000,221.0582692,5.6053735
"HD 210193 b","HD 210193",1,,0.48170406,"G3 V",42.20290000,332.3951324,-41.2252050
"HD 211970 b","HD 211970",1,,0.04090237,"K7 V",13.12770000,335.5661579,-54.5596006
"HD 39855 b","HD 39855",1,,0.02674386,"G8 V",23.25990000,88.6260731,-19.7044472
"HIP 35173 b","HIP 35173",1,,0.03995847,"K2 V",33.15620000,109.0449329,-3.6661273
"Kepler-271 b","Kepler-271",1,1.23000000,,,404.54200000,283.0029316,44.2841080
"HD 102843 b","HD 102843",1,,0.35836768,"K0 V",62.75800000,177.5854673,-1.2522989
"HD 103949 b","HD 103949",1,,0.03523896,"K3 V",26.49970000,179.5479558,-23.9241221
"HD 206255 b","HD 206255",1,,0.10760469,"G5 IV/V",75.23630000,325.5917768,-50.0935884
"HD 21411 b","HD 21411",1,,0.20734355,"G8 V",29.13280000,51.5474155,-30.6168403
"HD 64114 b","HD 64114",1,,0.05600478,"G7 V",31.52620000,117.9825560,-11.0337221
"HD 8326 b","HD 8326",1,,0.20954598,"K2 V",30.68620000,20.5314418,-26.8940678
"HIP 54373 b","HIP 54373",1,,0.02712142,"K5 V",18.71680000,166.8643532,-19.2916857
"HIP 54373 c","HIP 54373",1,,0.03914042,"K5 V",18.71680000,166.8643532,-19.2916857
"HD 24085 b","HD 24085",1,,0.03712677,"G0 V",54.90040000,56.2563447,-70.0245193
"HIP 71135 b","HIP 71135",1,,0.05915112,"M1",32.33110000,218.2158073,-52.6464757
"Kepler-418 c","Kepler-418",1,5.22108654,,,1002.53000000,294.4335228,38.3554729
"HD 15337 b","HD 15337",1,1.77000000,0.02051107,,44.81550000,36.8678846,-27.6361171
"HD 15337 c","HD 15337",1,2.52600000,0.02137002,,44.81550000,36.8678846,-27.6361171
"NGTS-4 b","NGTS-4",1,3.18000000,0.06481452,,280.55500000,89.5988945,-30.8117992
"K2-133 e","K2-133",1,1.73000000,,"M1.5 V",75.17030000,70.1493775,25.0098135
"K2-32 e","K2-32",2,1.21200000,0.00660734,,157.68200000,252.4260080,-19.5430504
"EPIC 201238110 b","EPIC 201238110",1,1.87000000,,,159.25900000,179.7058532,-3.3894613
"EPIC 201497682 b","EPIC 201497682",1,0.69200000,,,253.02600000,168.9366786,0.4880606
"EPIC 201615463 c","K2-166",1,1.22000000,,,476.88200000,185.1880932,2.2823788
"EPIC 201754305 d","K2-16",1,1.03000000,,,334.96700000,175.0972238,4.5574311
"EPIC 201833600 c","K2-50",1,1.00000000,,,257.44300000,169.4836540,5.9882890
"EPIC 201841433 b","EPIC 201841433",1,1.04000000,,,436.48800000,175.2067520,6.1348146
"EPIC 205950854 c","K2-168",1,1.31000000,,,243.93500000,333.1100738,-16.3418863
"EPIC 206024342 b","EPIC 206024342",1,1.70000000,,,369.88800000,331.2771441,-14.1218019
"EPIC 206032309 b","EPIC 206032309",1,1.01000000,,,161.36500000,341.2404563,-13.9011223
"EPIC 206042996 b","EPIC 206042996",1,1.70000000,,,451.76900000,337.5136198,-13.6101475
"EPIC 206215704 b","EPIC 206215704",1,1.00000000,,,109.88800000,335.0949721,-9.5097112
"EPIC 206317286 b","EPIC 206317286",1,0.96000000,,,314.35000000,337.6178427,-7.9724560
"EPIC 212297394 b","EPIC 212297394",1,1.48000000,,,418.39500000,207.2061241,-17.6098985
"EPIC 212424622 b","EPIC 212424622",1,2.17000000,,,611.80400000,202.3313765,-14.3594358
"EPIC 212499991 b","EPIC 212499991",1,1.60000000,,,283.29000000,202.4887520,-12.7347749
"Kepler-407 b","Kepler-407",1,1.19000000,0.00607246,"G",338.36800000,286.0363025,49.6145027
"EPIC 212587672 b","EPIC 212587672",1,1.26000000,,,320.07000000,205.4445125,-10.8625468
"EPIC 220554210 c","K2-282",1,1.60000000,,,496.28900000,13.4321524,7.9952914
"L 98-59 b","L 98-59",1,0.83700000,0.00144732,"M3 V",10.61940000,124.5328604,-68.3144658
"L 98-59 c","L 98-59",1,1.32900000,0.00629270,"M3 V",10.61940000,124.5328604,-68.3144658
"L 98-59 d","L 98-59",1,1.62700000,0.00516002,"M3 V",10.61940000,124.5328604,-68.3144658
"PDS 70 c","PDS 70",1,22.19378179,7.50000000,,113.06400000,212.0421402,-41.3980405
"K2-308 b","K2-308",1,9.91600000,,,1314.53000000,78.3391194,16.4141986
"Kepler-65 e","Kepler-65",1,,0.82000000,,303.72800000,288.6887221,41.1511076
"HD 2685 b","HD 2685",1,16.14096000,1.17000000,,196.85200000,7.3289156,-76.3040320
"Gl 49 b","Gl 49",2,,0.01771387,"M1.5 V",9.85280000,15.6687321,62.3454386
"Kepler-851 b","Kepler-851",1,1.68000000,,,839.25500000,294.6802199,49.1401106
"TOI-150.01","TOI-150",1,14.06729500,2.51000000,"F",336.26700000,112.9654210,-73.6060358
"KELT-23 A b","KELT-23 A",2,14.82950700,0.93800000,"G2 V",126.26100000,232.1466406,66.3587097
"HD 180617 b","HD 180617",2,,0.03842935,,5.91059000,289.2277322,5.1631615
"LSPM J2116+0234 b","LSPM J2116+0234",1,,0.04184627,"M3.0 V",17.62970000,319.1147513,2.5807711
"NSVS 14256825 b","NSVS 14256825",2,,14.15000000,,820.87700000,305.0019460,4.6323715
"V1298 Tau b","V1298 Tau",3,9.41000000,0.04121721,,108.19900000,61.3316540,20.1570318
"Teegarden's Star b","Teegarden's Star",1,,0.00364977,,3.83078000,43.2691449,16.8649024
"Teegarden's Star c","Teegarden's Star",1,,0.00330367,,3.83078000,43.2691449,16.8649024
"WASP-87 b","WASP-87",2,15.52446500,2.18000000,,298.39200000,185.3246821,-52.8408163
"Kepler-850 b","Kepler-850",1,1.78000000,,,1661.28000000,293.0844515,48.5753645
"HIP 79098 AB b","HIP 79098 AB",2,,20.50000000,,145.79800000,242.1821202,-23.6855244
"Kepler-411 e","Kepler-411",2,,0.03398043,"K2 V",153.67600000,287.6057027,49.5233937
"DS Tuc A b","DS Tuc A",2,5.70000000,,"G6 V",44.06220000,354.9154673,-69.1960430
"OGLE-2018-BLG-0596L b","OGLE-2018-BLG-0596L",1,,0.04383000,,5650.00000000,269.0555417,-29.1990833
"DE CVn b","DE CVn",2,,12.02930278,,30.52250000,201.7207198,45.5455449
"OGLE-2015-BLG-1670L b","OGLE-2015-BLG-1670L",1,,0.05630000,,6700.00000000,268.1587917,-28.5519167
"EPIC 248847494 b","EPIC 248847494",1,12.44199000,13.00000000,,551.88600000,159.3890808,11.8427484
"EPIC 212737443 c","EPIC 212737443",1,2.69000000,,"K3",336.25000000,204.2215065,-7.3180577
"KMT-2017-BLG-0165L b","KMT-2017-BLG-0165L",1,,0.11000000,,4530.00000000,269.6496667,-28.1336694
"WASP-166 b","WASP-166",1,7.06167000,0.10100000,"F9 V",114.17300000,144.8751047,-20.9824191
"Kepler-476 b","Kepler-476",1,3.08000000,,,813.53500000,295.1637592,43.9630716
"Kepler-849 b","Kepler-849",1,8.08167508,0.94000000,,822.13400000,290.8517961,48.5213243
"Kepler-82 f","Kepler-82",1,,0.06575842,,904.32600000,292.8733696,42.9661583
"HR 858 b","HR 858",2,2.00400000,0.01116955,,31.96400000,42.9849779,-30.8140609
"HR 858 c","HR 858",2,1.97900000,0.01195614,,31.96400000,42.9849779,-30.8140609
"HR 858 d","HR 858",2,2.00100000,0.02233910,,31.96400000,42.9849779,-30.8140609
"TOI-270 b","TOI-270",1,1.28000000,0.00465660,,22.47930000,68.4160804,-51.9573937
"TOI-270 c","TOI-270",1,2.33000000,0.01950738,,22.47930000,68.4160804,-51.9573937
"TOI-270 d","TOI-270",1,2.00000000,0.01321468,,22.47930000,68.4160804,-51.9573937
